13.10.2011	14:15	starting grid															
3215682304																	
time	x	theta	radius	set angle	yaw angle	pitch angle	Ptot	Pstat	Ma	Patm	yaw out of range	pitch out of range	P1	P2	P3	P4	P5
3215684445	0	10	41	0	1.294921	0.942456	96191.73378	95790.75467	0.077273	95987.15266	0	0	96205.63229	95970.07453	96016.17406	95910.48802	96029.08661
3215684456	0	10	46.5	0	1.923878	1.252528	96179.65247	95758.5483	0.079198	95985.51293	0	0	96193.98266	95940.75739	96003.8952	95877.96013	96009.83292
3215684467	0	10	52	0	0.245521	0.940316	96164.66438	95756.14335	0.078009	95985.0508	0	0	96178.90199	95949.99224	95973.4423	95879.09743	96000.54532
3215684478	0	10	57.5	0	-0.770805	0.447124	96134.63789	95751.23929	0.075578	95984.50422	0	0	96148.12374	95946.98946	95947.44583	95870.07845	95973.69055
3215684489	0	10	63	0	-2.2314	-0.052623	96085.8203	95761.71174	0.069493	95981.60068	0	0	96097.10664	95942.82568	95917.1316	95864.34414	95943.46345
3215684500	0	10	68.5	0	-4.325014	-0.280072	96112.49184	95753.93197	0.073091	95982.74271	0	0	96124.15801	95974.86834	95905.13915	95867.50319	95951.88022
3215684511	0	10	74	0	-5.188235	-0.345923	96112.92595	95715.09429	0.077	95979.28544	0	0	96125.27698	95960.26421	95863.91141	95849.57202	95942.39841
3215684522	0	10	79.5	0	-8.743743	0.971048	96102.69306	95751.92093	0.072295	95982.02825	0	0	96108.95465	96002.11293	95848.38917	95845.17563	95956.30437
3215684533	0	10	85	0	-9.331454	1.069515	96094.2644	95761.14297	0.070451	95983.59863	0	0	96099.23412	96007.49741	95850.6303	95843.26824	95951.04585
3215684544	0	10	90.5	0	-10.180041	2.113842	96096.46598	95751.05826	0.071741	95981.12861	0	0	96099.16459	96010.78689	95832.52658	95823.87105	95957.29232
3215684555	0	10	96	0	-10.442593	2.237721	96074.77417	95748.34262	0.069746	95982.81304	0	0	96076.70466	95991.42184	95818.27949	95819.45544	95948.04108
3215684567	0	10	101.5	0	-9.348862	1.760366	96069.8346	95782.05231	0.06548	95985.71658	0	0	96073.6383	95979.12769	95843.71378	95861.68389	95966.50521
3215684578	0	10	107	0	-9.874298	2.076588	96036.15003	95747.25983	0.065618	95983.25928	0	0	96038.93479	95961.33947	95817.13776	95810.22715	95921.0675
3215684589	0	10	112.5	0	-7.462628	1.549798	96011.76225	95747.97445	0.062705	95981.26133	0	0	96017.50493	95922.99134	95826.46072	95819.41461	95911.36515
3215684640	0	11	30	0	-1.380889	0.918687	96233.58627	95825.91916	0.077899	95977.64572	0	0	96247.61482	96039.20132	96026.28638	95946.78506	96068.65386
3215684651	0	11	35.5	0	-1.122034	1.302159	96212.57982	95795.79471	0.078777	95978.33832	0	0	96226.80048	96008.8705	96001.75222	95915.77644	96049.577
3215684662	0	11	41	0	0.625216	-0.969219	96300.74883	95757.46046	0.089938	95978.60376	0	0	96320.58948	96012.10117	96053.38554	95954.57599	96055.95221
3215684673	0	11	46.5	0	-1.505905	-0.366266	96278.55858	95780.62055	0.086099	95980.92576	0	0	96296.28857	96040.09231	96020.22886	95953.37927	96065.25004
3215684684	0	11	52	0	-0.73958	0.547424	96278.22872	95728.77171	0.090459	95976.21918	0	0	96297.50689	96000.18938	96001.84351	95905.79306	96057.45912
3215684695	0	11	57.5	0	-0.656928	1.163519	96219.70237	95756.37889	0.083068	95980.62138	0	0	96235.67184	95990.38223	95994.19594	95889.27632	96033.82796
3215684706	0	11	63	0	-2.005472	1.483888	96186.46281	95766.13683	0.079122	95978.76628	0	0	96200.46437	95997.99355	95970.56329	95876.89246	96017.06803
3215684717	0	11	68.5	0	-2.986216	0.902909	96145.29739	95728.53892	0.078802	95980.4066	0	0	96159.06467	95954.09741	95904.23197	95861.4785	95987.01984
3215684728	0	11	74	0	-4.518912	0.922778	96118.17865	95737.6736	0.075298	95981.28716	0	0	96129.86058	95966.65233	95889.07838	95849.29466	95965.5873
3215684739	0	11	79.5	0	-4.943097	2.30097	96087.68667	95754.21308	0.070491	95980.21805	0	0	96096.9017	95952.10731	95876.86837	95841.2309	95970.68886
3215684750	0	11	85	0	-7.501514	1.531689	96075.36818	95741.38456	0.070549	95980.69588	0	0	96082.60443	95970.96443	95848.01565	95824.31704	95940.40344
3215684761	0	11	90.5	0	-9.406015	-0.322005	96066.15537	95751.52373	0.068474	95979.01662	0	0	96071.60747	95982.93712	95832.65921	95846.05078	95922.37473
3215684772	0	11	96	0	-9.769317	-0.317479	96078.51356	95718.36244	0.073266	95980.72847	0	0	96084.11719	95986.89715	95807.51995	95825.11624	95912.77033
3215684783	0	11	101.5	0	-10.911201	0.335904	96061.493	95736.90712	0.069553	95981.25478	0	0	96064.06093	95986.73304	95804.67761	95824.04917	95915.84086
3215684795	0	11	107	0	-11.156788	1.847666	96041.79621	95755.01858	0.065375	95979.61426	0	0	96042.51891	95975.11639	95811.35621	95818.28281	95924.85865
3215684806	0	11	112.5	0	-7.885411	1.379104	96010.62692	95747.23696	0.062658	95980.44852	0	0	96016.03796	95929.59007	95826.94401	95814.73425	95904.09984
3215684851	0	12	30	0	-0.812621	2.725582	96215.57147	95803.04447	0.078371	95979.01623	0	0	96228.93641	96006.94885	96007.57867	95903.66011	96070.98003
3215684862	0	12	35.5	0	-1.87345	1.158739	96278.07479	95782.67957	0.085878	95979.73526	0	0	96294.82468	96045.34984	96016.42519	95928.0096	96083.57211
3215684873	0	12	41	0	-0.6254	0.563343	96266.17642	95770.72454	0.085888	95978.76271	0	0	96283.56944	96025.84779	96030.44421	95918.18278	96055.29865
3215684884	0	12	46.5	0	0.373198	0.204864	96244.95197	95752.82298	0.085608	95976.62429	0	0	96262.45429	95999.92514	96031.19274	95898.47744	96023.57606
3215684895	0	12	52	0	-2.130616	3.403122	96226.33711	95832.10017	0.076605	95977.33756	0	0	96238.27815	96054.53422	96026.96806	95903.86997	96080.96172
3215684906	0	12	57.5	0	-1.87152	0.984202	96277.88417	95746.25382	0.088974	95976.52018	0	0	96295.967	96036.97211	96005.8864	95896.69451	96058.17397
3215684917	0	12	63	0	-1.833643	1.809684	96176.08514	95785.5953	0.076259	95979.26279	0	0	96188.98481	95996.48486	95974.82006	95886.64318	96024.29628
3215684928	0	12	68.5	0	-3.730544	5.920401	96178.14158	95847.73501	0.070132	95977.09775	0	0	96185.25674	96031.82475	95980.72449	95890.09881	96090.6747
3215684939	0	12	74	0	-3.723399	1.981337	96205.64418	95703.72681	0.086476	95975.05093	0	0	96220.96549	95991.46098	95911.69308	95836.8431	96020.83812
3215684950	0	12	79.5	0	-3.92647	2.805967	96101.40063	95776.88005	0.069531	95976.70356	0	0	96110.74199	95969.59104	95914.70659	95847.81711	95982.97546
3215684961	0	12	85	0	-6.235684	0.518017	96087.55627	95754.49151	0.070448	95975.57704	0	0	96096.69199	95992.47307	95892.80844	95831.74914	95926.857
3215684972	0	12	90.5	0	-7.101316	2.026522	96072.89611	95739.26079	0.070513	95974.29872	0	0	96080.25481	95953.14791	95837.98299	95828.92224	95954.41749
3215684983	0	12	96	0	-7.844153	2.619159	96050.3361	95763.9485	0.065327	95975.07755	0	0	96055.46514	95956.24586	95845.8675	95830.08374	95948.30652
3215684994	0	12	101.5	0	-9.581052	0.454656	96028.43334	95732.1599	0.066455	95971.45259	0	0	96032.87836	95951.50878	95807.50833	95812.66974	95897.98302
3215685005	0	12	107	0	-10.616941	0.527371	96008.11258	95729.52468	0.064444	95971.77982	0	0	96010.68805	95942.0676	95790.52587	95803.02954	95884.82579
3215685016	0	12	112.5	0	-8.65781	0.186082	96001.18313	95712.83373	0.065568	95972.49349	0	0	96006.87653	95914.93338	95789.56803	95800.56409	95878.65849
3215685120	0	13	30	0	0.165933	2.018886	96193.51969	95778.43172	0.078623	95968.50514	0	0	96207.47199	95965.2702	95987.82241	95898.04679	96048.04466
3215685131	0	13	35.5	0	-1.908226	1.471322	96209.24847	95788.48554	0.079154	95970.788	0	0	96223.30487	96018.98422	95993.76112	95900.11805	96040.04512
3215685142	0	13	41	0	-0.307157	0.963098	96238.27245	95778.81427	0.082712	95971.71823	0	0	96254.24951	95990.91232	96003.38856	95929.57293	96067.21332
3215685153	0	13	46.5	0	-1.149468	-0.574257	96255.95355	95751.46326	0.086676	95971.96221	0	0	96274.09448	96017.67749	96007.27807	95922.13372	96029.13817
3215685164	0	13	52	0	-1.21413	1.517236	96255.93819	95781.21768	0.084071	95971.24895	0	0	96271.99243	96017.7958	96007.40959	95921.41315	96079.93931
3215685175	0	13	57.5	0	-2.40972	2.475824	96301.82146	95775.25449	0.088537	95970.54561	0	0	96318.42971	96050.19013	96004.75023	95915.5111	96122.74001
3215685186	0	13	63	0	-1.884352	0.484414	96335.29041	95664.02586	0.099996	95969.50452	0	0	96358.48155	96013.63291	95973.54939	95883.62416	96067.91278
3215685197	0	13	68.5	0	-1.669097	-0.762657	96161.50648	95749.23446	0.078369	95970.11844	0	0	96176.28922	95967.33401	95947.0433	95896.31215	95979.73605
3215685208	0	13	74	0	-2.435621	1.028311	96219.35131	95684.14167	0.089302	95970.0193	0	0	96237.26795	95967.29755	95919.48857	95851.79647	96016.35555
3215685219	0	13	79.5	0	-7.791091	3.047685	96156.2545	95774.45914	0.075411	95971.27557	0	0	96162.75857	96033.56918	95887.8083	95853.35563	96020.7213
3215685230	0	13	85	0	-6.625659	2.245916	96142.78332	95724.55209	0.078942	95969.14729	0	0	96152.47577	95995.02762	95861.80627	95827.2095	95989.60648
3215685241	0	13	90.5	0	-6.652452	0.223871	96113.38308	95727.84317	0.075797	95972.11619	0	0	96123.68514	95991.2173	95866.78277	95836.63022	95940.44705
3215685252	0	13	96	0	-7.002778	4.446238	96031.55481	95736.77301	0.066286	95972.41342	0	0	96036.3396	95913.74209	95814.66238	95800.36521	95954.11181
3215685263	0	13	101.5	0	-6.933012	-1.816857	96044.32679	95691.36751	0.072542	95973.11477	0	0	96054.40021	95934.12827	95813.8443	95815.61888	95869.58925
3215685274	0	13	107	0	-10.826218	-0.181798	95944.24256	95754.9431	0.053124	95972.42872	0	0	95946.04512	95902.50731	95797.0195	95807.03755	95854.85747
3215685285	0	13	112.5	0	-8.938517	0.599643	95974.5682	95727.90027	0.060644	95972.42872	0	0	95978.9445	95893.27465	95782.32745	95808.14466	95881.01079
3215685340	0	14	30	0	-2.350675	2.838678	96197.9615	95802.26844	0.076758	95970.26169	0	0	96210.23864	96019.78809	95987.08749	95890.75223	96055.09549
3215685351	0	14	35.5	0	-1.155903	0.454714	96232.13174	95758.56353	0.083979	95969.50491	0	0	96248.71254	96010.31105	96000.89918	95900.04707	96028.5753
3215685362	0	14	41	0	-1.509281	0.826505	96243.41542	95749.432	0.085771	95968.79085	0	0	96260.42624	96004.43622	95985.26458	95902.58678	96047.71147
3215685373	0	14	46.5	0	-2.439463	0.121199	96260.30959	95748.67476	0.087287	95967.0339	0	0	96277.94604	96028.23307	95981.93258	95916.56566	96046.81273
3215685384	0	14	52	0	-1.944105	0.80495	96258.62994	95722.65075	0.089348	95967.67306	0	0	96276.93872	96006.76517	95973.19037	95887.72565	96044.96797
3215685396	0	14	57.5	0	-2.807678	2.627468	96266.66733	95721.30297	0.090126	95966.65104	0	0	96283.47923	96015.57791	95956.71137	95859.26036	96079.29995
3215685407	0	14	63	0	-1.98157	1.812385	96262.37368	95770.25547	0.0856	95967.00251	0	0	96278.56841	96032.04151	96000.75136	95903.38012	96077.08077
3215685418	0	14	68.5	0	-3.256146	0.911152	96161.51715	95798.94299	0.073481	95968.33587	0	0	96173.36998	96009.50976	95960.76032	95902.49732	96012.09561
3215685429	0	14	74	0	-5.609272	-0.632705	96187.34719	95731.64162	0.082394	95967.72075	0	0	96201.24688	96020.33208	95899.19865	95886.40844	95985.62876
3215685440	0	14	79.5	0	-5.153545	4.680833	96196.76057	95751.13983	0.081471	95966.76668	0	0	96206.4291	96005.51605	95901.1518	95838.88272	96076.36303
3215685451	0	14	85	0	-6.699724	1.629758	96172.9789	95729.35115	0.081298	95966.85251	0	0	96183.70414	96025.94872	95882.43594	95839.2264	95995.30796
3215685462	0	14	90.5	0	-4.997896	1.404538	96104.28472	95698.20972	0.077799	95967.17715	0	0	96116.07393	95940.41725	95847.13509	95816.78152	95952.82098
3215685473	0	14	96	0	-5.818665	1.097821	96030.81616	95788.43138	0.060097	95967.97983	0	0	96037.50666	95929.86941	95863.1133	95869.30667	95946.54242
3215685484	0	14	101.5	0	-7.3691	0.065912	96024.10192	95732.13081	0.065971	95963.96526	0	0	96031.33092	95937.35635	95831.40453	95814.50373	95890.85807
3215685495	0	14	107	0	-7.097116	2.030617	96013.53306	95762.31548	0.061189	95965.91155	0	0	96019.07541	95917.55837	95830.90256	95835.577	95930.13038
3215685506	0	14	112.5	0	-6.465281	-1.675356	95952.95728	95738.49251	0.056547	95964.08029	0	0	95959.31401	95884.97172	95817.52171	95812.00361	95846.33132
3215685547	0	15	30	0	-3.796714	1.745486	96232.63571	95773.39897	0.082694	95965.02642	0	0	96246.76496	96042.99764	95968.04053	95893.63088	96055.59945
3215685558	0	15	35.5	0	-1.664901	1.565067	96200.28407	95764.34234	0.080577	95960.01526	0	0	96214.87747	95988.88904	95968.61213	95890.08669	96037.27708
3215685569	0	15	41	0	-2.400189	0.95643	96253.85723	95723.61093	0.088869	95961.97804	0	0	96271.67076	96018.86491	95972.48773	95875.89209	96036.64766
3215685581	0	15	46.5	0	-1.945898	0.954166	96259.29983	95750.43883	0.08705	95964.59071	0	0	96276.59649	96030.7614	95998.91762	95893.88326	96047.62395
3215685592	0	15	52	0	-1.780645	1.102418	96267.89346	95705.64699	0.091515	95962.8576	0	0	96286.97952	96008.2685	95978.26352	95865.90608	96040.49315
3215685603	0	15	57.5	0	-3.435455	3.282792	96224.07214	95765.07621	0.082676	95961.29715	0	0	96237.26577	96018.34645	95953.3457	95871.08841	96075.05898
3215685614	0	15	63	0	-3.224507	2.432994	96249.9768	95715.71765	0.089208	95962.24606	0	0	96266.31111	96027.32519	95957.32351	95836.8142	96046.56677
3215685625	0	15	68.5	0	-4.388923	3.652548	96195.4693	95750.61778	0.081401	95963.15185	0	0	96207.10452	96014.1174	95928.03548	95838.87657	96047.38623
3215685636	0	15	74	0	-5.015642	2.320574	96243.27417	95710.08092	0.089122	95963.43676	0	0	96257.90089	96040.45083	95918.03372	95835.72457	96043.42063
3215685647	0	15	79.5	0	-6.601686	0.193203	96187.00609	95704.36913	0.084802	95964.89052	0	0	96199.99498	96036.00651	95881.57723	95838.63944	95967.69333
3215685658	0	15	85	0	-10.04274	6.578096	96044.54486	95847.33126	0.054196	95964.26666	0	0	96042.93992	95977.50684	95879.10603	95872.42986	96001.2881
3215685669	0	15	90.5	0	-6.195765	1.658744	96082.12145	95724.71037	0.072985	95964.83727	0	0	96091.27979	95954.0391	95848.40357	95818.78578	95944.78617
3215685680	0	15	96	0	-7.846004	0.387793	96130.44926	95719.14712	0.078289	95966.00453	0	0	96139.7324	96002.85461	95842.83938	95839.75345	95955.3803
3215685691	0	15	101.5	0	-6.370659	-1.753282	96102.31881	95636.45978	0.083347	95967.68936	0	0	96116.2747	95949.97813	95805.88708	95801.09472	95873.53001
3215685702	0	15	107	0	-6.650341	-1.886756	96069.97331	95666.77568	0.077536	95968.40024	0	0	96081.81834	95935.88213	95804.82334	95815.55769	95875.41769
3215685713	0	15	112.5	0	-6.771276	-2.159856	96006.84914	95726.78334	0.064616	95970.32269	0	0	96015.06174	95923.85898	95830.85597	95823.14377	95860.47769
3215685759	0	16	30	0	-0.544733	1.930829	96183.70294	95721.85437	0.082951	95966.22984	0	0	96199.21883	95948.74799	95955.79982	95846.34552	96011.37579
3215685770	0	16	35.5	0	-3.21753	2.102183	96239.34767	95743.27276	0.085955	95968.06725	0	0	96254.77741	96037.28443	95972.28905	95857.06924	96041.98535
3215685781	0	16	41	0	-3.226716	1.055778	96249.73515	95749.99902	0.086268	95968.08533	0	0	96266.00027	96038.77147	95972.46518	95891.23949	96046.51352
3215685792	0	16	46.5	0	-1.83854	2.278072	96213.52807	95767.68891	0.081484	95969.15583	0	0	96227.96744	96009.00292	95984.38511	95874.83684	96044.4967
3215685803	0	16	52	0	-1.681096	1.16827	96294.90391	95712.05989	0.093169	95968.83019	0	0	96314.68614	96029.85938	96001.97494	95871.23916	96054.36931
3215685814	0	16	57.5	0	-1.639776	1.92125	96286.10415	95724.49696	0.091454	95969.54306	0	0	96304.65736	96025.58374	96000.46088	95866.96148	96068.46144
3215685826	0	16	63	0	-1.292943	0.519141	96245.74712	95721.12499	0.088399	95966.82807	0	0	96264.04603	95983.79185	95969.46766	95894.75031	96039.23867
3215685837	0	16	68.5	0	-4.340004	0.995987	96265.98829	95729.93995	0.08935	95967.74459	0	0	96282.5649	96052.29269	95948.33285	95883.85284	96049.78412
3215685848	0	16	74	0	-6.493247	0.735161	96245.74111	95709.66812	0.089362	95966.94787	0	0	96259.87977	96073.58376	95905.65821	95851.8666	96012.02607
3215685859	0	16	79.5	0	-6.587372	0.487405	96266.89873	95684.91242	0.093114	95965.98387	0	0	96282.32201	96063.10874	95877.5723	95862.3753	96027.94111
3215685870	0	16	85	0	-7.495596	1.762658	96181.57178	95716.9193	0.083204	95963.52478	0	0	96191.42741	96018.40735	95847.67242	95846.26456	96014.11174
3215685881	0	16	90.5	0	-9.727753	-0.388815	96168.6935	95750.45008	0.078933	95964.76595	0	0	96175.34131	96078.00007	95870.61296	95859.44613	95959.48805
3215685892	0	16	96	0	-7.161415	-2.344055	96207.17274	95616.33552	0.093851	95962.77416	0	0	96223.95953	96033.83442	95824.61238	95825.96456	95899.00047
3215685903	0	16	101.5	0	-7.920045	2.322719	96125.68528	95714.17285	0.078311	95962.84529	0	0	96133.22407	96001.68218	95841.1476	95803.13012	95965.78449
3215685914	0	16	107	0	-7.817757	-2.215681	95949.56414	95729.82463	0.057241	95960.37646	0	0	95955.33262	95886.23663	95800.34703	95808.52742	95837.50755
3215685925	0	16	112.5	0	-6.99662	-0.267091	95975.29503	95729.79997	0.060499	95962.87052	0	0	95981.78446	95895.41445	95811.32124	95807.02176	95866.31507
3215685975	0	17	30	0	-1.042287	2.17684	96139.24336	95781.46188	0.073001	95959.571	0	0	96151.07407	95965.39468	95961.20656	95871.17756	96004.61463
3215685986	0	17	35.5	0	-1.322557	1.29846	96205.64576	95745.86587	0.082755	95958.97277	0	0	96221.28606	95981.70092	95968.7979	95879.9014	96027.57871
3215685997	0	17	41	0	-3.637696	1.562579	96275.40161	95744.16235	0.088943	95957.76975	0	0	96292.02147	96053.65684	95971.47882	95887.19909	96068.61691
3215686008	0	17	46.5	0	-2.35721	1.33686	96253.40456	95709.31767	0.090026	95958.41189	0	0	96271.45539	96008.73063	95962.64958	95861.07706	96038.17493
3215686020	0	17	52	0	-2.305181	1.214056	96253.62349	95708.52136	0.09011	95957.95155	0	0	96271.81749	96013.38784	95968.70164	95857.39126	96030.81008
3215686031	0	17	57.5	0	-2.257062	1.909163	96242.27364	95689.78305	0.090726	95956.26255	0	0	96260.24306	95996.84964	95953.44057	95827.911	96026.41106
3215686042	0	17	63	0	-5.935754	0.50966	96197.66364	95730.28828	0.083441	95955.19424	0	0	96210.85256	96056.98764	95924.89988	95843.1683	95976.11219
3215686053	0	17	68.5	0	-5.389949	1.606648	96203.0141	95718.54264	0.084956	95956.65534	0	0	96216.48967	96006.63135	95884.98046	95861.47308	96029.96816
3215686064	0	17	74	0	-7.093572	0.758525	96211.95587	95719.59588	0.085643	95955.97863	0	0	96224.0244	96063.85589	95893.21554	95845.71893	95994.08219
3215686075	0	17	79.5	0	-6.313796	1.04845	96196.27337	95694.90777	0.086433	95953.12595	0	0	96209.49149	96014.06972	95862.2101	95841.66209	96000.47857
3215686086	0	17	85	0	-14.538692	1.682302	96151.41181	95816.92735	0.070574	95954.8382	0	0	96143.01652	96129.95754	95876.45481	95851.48762	95972.91162
3215686097	0	17	90.5	0	-7.972347	0.186024	96206.71456	95700.9537	0.086807	95957.7928	0	0	96218.07029	96031.91574	95831.42887	95871.92665	96008.28836
3215686108	0	17	96	0	-6.744188	2.04909	96131.91469	95694.58575	0.080734	95955.57571	0	0	96142.06185	95965.61889	95823.32452	95817.94903	95982.73496
3215686119	0	17	101.5	0	-5.488585	-0.464622	95994.21133	95754.17216	0.059816	95957.1296	0	0	96001.54767	95912.52923	95850.37172	95827.41067	95881.92989
3215686130	0	17	107	0	-9.2125	1.271488	96014.97638	95729.87203	0.065193	95957.04774	0	0	96019.26496	95929.66984	95797.41707	95808.55375	95904.12557
3215686141	0	17	112.5	0	-17.113298	2.64344	96023.35074	95788.14015	0.059202	95957.91419	0	0	96009.45979	96005.64092	95796.04785	95812.34172	95910.26902
3215686192	0	18	30	0	-3.071979	2.649886	96155.01879	95724.16145	0.080123	95956.16301	0	0	96168.13183	95969.44432	95916.70324	95822.75078	95997.39989
3215686203	0	18	35.5	0	-5.755888	3.646743	96170.94614	95773.24959	0.076963	95956.93727	0	0	96179.96266	96028.03191	95921.19257	95845.04376	96032.32642
3215686214	0	18	41	0	-2.019637	1.349793	96201.40296	95718.94061	0.08478	95957.21563	0	0	96217.54865	95965.18467	95933.25337	95868.48294	96025.56477
3215686226	0	18	46.5	0	-2.75749	1.572711	96215.46548	95711.68863	0.086632	95956.09605	0	0	96231.81184	95985.72393	95932.13369	95856.02139	96027.4444
3215686237	0	18	52	0	-2.834927	1.788981	96215.25662	95721.38332	0.085774	95953.72041	0	0	96231.09033	95998.00001	95943.4847	95851.92606	96026.4049
3215686248	0	18	57.5	0	-3.364388	2.47944	96184.32862	95723.04959	0.082899	95955.31126	0	0	96198.30102	95990.45982	95926.50443	95829.97109	96012.49009
3215686259	0	18	63	0	-4.187293	1.986749	96193.68982	95756.17847	0.080725	95955.0941	0	0	96206.69127	96003.66135	95922.97932	95880.14533	96041.09377
3215686270	0	18	68.5	0	-4.941291	0.541035	96251.9842	95679.04854	0.092392	95955.93909	0	0	96269.40837	96024.51205	95894.11994	95859.5715	96022.3947
3215686281	0	18	74	0	-4.174739	-1.614348	96229.15044	95669.81809	0.091295	95955.02694	0	0	96248.21305	96000.44906	95895.6036	95884.24623	95973.24709
3215686292	0	18	79.5	0	-8.730018	0.407431	96203.06816	95728.85869	0.084049	95954.97668	0	0	96212.09165	96070.45541	95862.5411	95860.87038	95995.46959
3215686303	0	18	85	0	-7.322902	0.393891	96208.82016	95668.35772	0.089745	95951.96128	0	0	96221.99684	96028.97267	95834.48509	95833.45329	95985.04672
3215686314	0	18	90.5	0	-7.325117	-0.387717	96204.18944	95670.25524	0.089202	95954.60932	0	0	96217.85224	96042.17907	95849.409	95832.14288	95957.72266
3215686325	0	18	96	0	-7.649341	-3.469768	96111.52193	95651.16904	0.082847	95952.67296	0	0	96124.33672	95977.693	95801.59644	95833.99415	95862.33467
3215686336	0	18	101.5	0	-9.864765	1.534874	95987.20151	95744.21967	0.060185	95954.36295	0	0	95989.89646	95916.16929	95794.73764	95810.0383	95895.49045
3215686347	0	18	107	0	-8.802802	0.170573	96079.9003	95686.35186	0.076596	95954.95502	0	0	96087.43936	95967.36004	95793.04983	95802.15742	95908.48476
3215686358	0	18	112.5	0	-9.833785	-0.416607	96053.60111	95720.23658	0.070492	95953.95287	0	0	96058.73982	95975.54853	95808.24206	95813.79349	95893.04765
3215686404	0	19	30	0	-3.323887	3.829524	96129.89672	95757.99839	0.074435	95948.99853	0	0	96140.245	95971.64164	95921.49029	95826.62518	96004.20644
3215686415	0	19	35.5	0	-4.540404	2.009924	96179.67027	95736.26412	0.081275	95947.71465	0	0	96192.5292	96000.73407	95910.36538	95851.42215	96015.47817
3215686427	0	19	41	0	-3.885876	0.937512	96191.40212	95703.48117	0.085264	95948.74581	0	0	96206.89839	95988.86828	95906.40078	95847.55177	95996.44065
3215686438	0	19	46.5	0	-2.677412	0.94121	96200.42991	95687.45672	0.087429	95947.69359	0	0	96217.52928	95962.77426	95910.10481	95848.86303	96004.21359
3215686449	0	19	52	0	-2.980127	0.539334	96176.87064	95737.4388	0.08091	95946.82058	0	0	96191.57771	95982.62042	95930.01952	95875.87759	95998.90063
3215686460	0	19	57.5	0	-3.621024	0.968821	96213.5155	95682.77341	0.08893	95946.1234	0	0	96230.56183	95991.96504	95910.00338	95836.86754	95999.50214
3215686471	0	19	63	0	-5.639979	1.158802	96200.14929	95693.1411	0.086918	95944.53991	0	0	96214.31977	96028.1692	95893.57992	95820.10572	95983.29395
3215686482	0	19	68.5	0	-7.008478	2.250648	96161.97145	95758.05773	0.077568	95945.27841	0	0	96170.81533	96014.73322	95877.51965	95864.79122	96022.03856
3215686493	0	19	74	0	-7.457671	-0.655545	96226.08926	95676.32432	0.090509	95945.53649	0	0	96240.13205	96052.7283	95849.97684	95855.98658	95976.95162
3215686504	0	19	79.5	0	-8.816665	2.50519	96142.66374	95764.35984	0.07507	95944.50494	0	0	96147.92883	96019.54887	95853.27019	95858.99328	96013.18816
3215686515	0	19	85	0	-5.693559	0.121334	96119.75289	95696.995	0.079379	95945.62531	0	0	96132.16321	95957.66554	95843.66709	95837.52066	95948.01496
3215686526	0	19	90.5	0	-10.319381	2.977277	96052.26511	95744.28702	0.067749	95944.71932	0	0	96053.6318	95959.45726	95798.72032	95816.46378	95951.25516
3215686537	0	19	96	0	-8.192671	-1.893363	96104.70993	95676.94996	0.079855	95944.87846	0	0	96115.23618	95979.9239	95803.8493	95830.21154	95894.6684
3215686548	0	19	101.5	0	-10.810687	2.998868	96033.49052	95748.01619	0.065229	95943.88048	0	0	96033.85409	95956.00794	95799.2655	95808.40369	95933.85061
3215686559	0	19	107	0	-13.743203	1.07315	96078.5876	95756.87146	0.069238	95943.98459	0	0	96073.60572	96018.36224	95787.87943	95833.77282	95939.15731
3215686570	0	19	112.5	0	-4.937017	0.122373	95940.0106	95712.89472	0.058198	95942.42652	0	0	95947.044	95852.13522	95800.39591	95785.46872	95844.48318
3215686615	0	20	30	0	-4.935678	1.822608	96096.55821	95759.78756	0.070836	95940.71666	0	0	96106.15174	95987.20193	95911.1622	95825.99044	95947.11373
3215686626	0	20	35.5	0	-4.21654	2.51535	96130.13955	95753.80448	0.074878	95940.64454	0	0	96140.96503	95971.67999	95901.90689	95848.30031	95998.67493
3215686637	0	20	41	0	-2.994946	0.961585	96182.62345	95681.48125	0.08642	95940.85713	0	0	96199.13727	95970.41855	95910.24806	95822.68183	95975.37716
3215686648	0	20	46.5	0	-2.72458	1.946814	96165.83796	95708.21913	0.082577	95940.78283	0	0	96180.46731	95958.95112	95911.28757	95830.86819	95996.74126
3215686659	0	20	52	0	-4.74594	2.261877	96153.86014	95680.23211	0.084019	95941.36735	0	0	96167.18719	95964.93065	95863.18751	95798.80332	95981.37091
3215686670	0	20	57.5	0	-5.084749	1.77709	96191.77409	95694.60914	0.086071	95940.2589	0	0	96205.81081	96000.84096	95884.47432	95824.29568	96001.91633
3215686681	0	20	63	0	-4.871858	0.133839	96215.26912	95659.25737	0.091029	95941.76213	0	0	96232.54985	95991.73397	95867.07602	95844.31325	95989.08216
3215686692	0	20	68.5	0	-6.070382	1.481328	96178.78449	95720.64989	0.082618	95941.21476	0	0	96190.82997	96006.99991	95874.66627	95850.59593	96007.17793
3215686703	0	20	74	0	-7.178867	-0.921813	96223.6716	95652.43868	0.092267	95938.55977	0	0	96238.96778	96042.15274	95840.20118	95842.528	95959.19887
3215686714	0	20	79.5	0	-8.451171	0.746537	96222.95484	95674.56559	0.090397	95941.4951	0	0	96233.67657	96059.99986	95828.42459	95827.50127	95993.75059
3215686725	0	20	85	0	-8.863399	-0.000822	96162.83232	95713.63576	0.081812	95940.91296	0	0	96171.45916	96042.55527	95841.94243	95840.79479	95957.73131
